03/02/2022,09:21:35,XXXX000-000,000000,0,,,,,,00000
03/02/2022,09:22:43,F00013NFN-002,Test,11260,,,,,,NG
03/02/2022,09:23:48,F00013NFN-002,Test,11260,,,,,,NG
03/02/2022,09:25:22,F00013NFN-002,Test,11260,,,,,,OK
03/02/2022,09:29:46,F00013NFN-002,Test,11260,,,,,,NG
03/02/2022,09:30:44,XXXX000-000,000000,0,,,,,,00000
03/02/2022,09:32:21,XXXX000-000,000000,0,,,,,,00000
03/02/2022,09:34:07,F00013NFN-002,testing,11260,,,,,,NG
03/02/2022,09:37:06,F00013NFN-002,testing,11260,,,,,,NG
03/02/2022,09:38:12,F00013NFN-002,testing,11260,,,,,,NG
03/02/2022,09:38:40,F00013NFN-002,testing,11260,,,,,,NG
03/02/2022,09:40:58,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:41:35,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:42:53,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:43:25,F00013NFN-002,Testing,11260,,,,,,NG
03/02/2022,09:43:55,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:54:21,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:54:58,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:55:27,F00013NFN-002,Testing,11260,,,,,,NG
03/02/2022,09:57:19,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,09:57:54,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:08:35,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:09:11,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:09:37,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:10:06,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:10:33,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:13:53,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:14:24,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,10:47:18,F00013NFN-002,Testing,11260,,,,,,OK
03/02/2022,13:07:01,XXXX000-000,000000,0,,,,,,00000
03/02/2022,13:17:45,XXXX000-000,000000,0,,,,,,00000
